#Track ID	T (sec)	x (micron)	y (micron)
27	76.721	89.890	150.748
27	80.056	89.890	150.748
27	83.392	89.890	150.748
27	86.728	90.459	150.644
27	90.063	91.028	150.023
27	93.399	91.598	149.454
27	96.735	91.598	149.454
27	100.071	92.012	149.195
27	103.406	92.322	148.885
27	106.742	92.736	148.419
27	110.078	93.098	147.902
27	113.413	93.254	147.850
27	116.749	93.305	147.850
27	120.085	93.461	147.746
27	123.420	93.461	147.591
27	126.756	93.926	147.436
27	130.092	94.392	147.074
27	133.427	94.651	147.074
27	136.763	94.651	147.074
27	140.099	94.599	146.556
27	143.434	94.858	146.401
27	146.770	94.910	146.194
27	150.106	94.961	145.832
27	153.441	95.272	145.780
27	156.777	95.634	145.935
27	160.113	95.738	145.780
27	163.449	95.789	145.780
27	166.784	96.307	145.469
27	170.120	97.083	145.004
27	173.456	97.342	144.434
27	176.791	97.756	144.227
27	180.127	97.963	144.072
27	183.463	97.808	143.865
27	186.798	98.015	143.813
27	190.134	98.170	143.762
27	193.470	98.325	143.710
27	196.805	98.377	143.606
27	200.141	98.377	143.606
27	203.477	98.480	143.555
27	206.812	98.636	143.296
27	210.148	98.843	142.882
27	213.484	99.257	142.468
27	216.819	98.791	142.778
27	220.155	99.050	142.520
27	223.491	99.567	142.209
27	226.827	99.567	142.209
27	230.162	99.826	142.157
27	233.498	99.981	141.795
27	236.834	100.292	141.640
27	240.169	100.292	141.692
27	243.505	100.292	141.640
27	246.841	100.654	141.485
27	250.176	101.068	141.329
27	253.512	101.327	141.329
27	256.848	101.689	141.329
27	260.183	101.844	141.226
27	263.519	102.465	140.915
27	266.855	103.655	140.812
27	270.190	104.432	140.812
27	273.526	105.467	141.071
27	276.862	106.139	141.588
27	280.197	106.967	141.588
27	283.533	106.812	141.588
27	286.869	106.709	141.588
27	290.205	106.709	141.588
27	293.540	106.760	141.122
27	296.876	106.760	141.122
27	300.212	106.812	141.019
27	303.547	107.019	140.708
27	306.883	107.123	140.708
27	310.219	107.123	140.708
27	313.554	107.381	140.450
27	316.890	107.433	140.605
27	320.226	106.916	140.760
27	323.561	106.916	140.760
27	326.897	107.226	140.657
27	330.233	107.330	140.553
27	333.568	107.226	141.071
27	336.904	107.174	140.812
27	340.240	107.278	140.915
27	343.575	107.847	140.760
27	346.911	107.951	140.812
27	350.247	107.951	140.812
27	353.583	109.193	141.019
27	356.918	109.762	140.864
27	360.254	109.141	140.812
27	363.590	108.779	140.812
27	366.925	108.882	140.812
27	370.261	108.882	140.812
27	373.597	108.675	140.812
27	376.932	108.209	141.278
27	380.268	106.812	141.226
27	383.604	106.812	141.226
27	386.939	106.502	141.226
27	390.275	105.881	141.226
27	393.611	106.450	141.278
27	396.946	106.709	141.433
27	400.282	106.709	141.588
27	403.618	106.657	141.588
27	406.953	105.932	141.381
27	410.289	105.518	141.381
27	413.625	105.467	141.433
27	416.961	105.518	141.433
27	420.296	105.467	141.433
27	423.632	105.415	141.433
27	426.968	105.104	141.743
