,spot ID,Track ID,x (micron),y (micron),t (sec),Frame,Classification,squared displacement,vx,vy,speed
1756,11822,9,121.336522,27.39300496,468.0207018,140,Back,182.04285240375603,-0.19655175412293782,-0.09310346326836633,0.21748757877489885
1757,11825,9,120.6810218,27.18600492,471.3637068,141,Back,183.19620459303593,-0.1965517841079478,-0.06206897751124453,0.20611929023094538
1758,11828,9,119.5770216,26.66850483,474.7067118,142,Back,191.88384245286616,-0.33103454272863614,-0.1551724407796098,0.365598625348973
1759,11831,9,119.5770216,26.70300483,478.0497168,143,Back,190.93759353174613,0.0,0.010344827586207288,0.010344827586207288
1760,11834,9,119.3355216,26.28900476,481.3927218,144,Back,201.62485216575652,-0.07241379310344463,-0.12413795202398806,0.1437149559521849
1761,11837,9,119.1285216,25.9440047,484.7357268,145,Back,210.86595653571683,-0.06206896551724373,-0.10344829385307355,0.1206403994584428
1762,11840,9,118.5765215,25.90950469,488.0787318,146,Back,210.6457602588069,-0.16551727136431807,-0.010344830584708286,0.16584023227104944
1763,11843,9,118.0590214,25.87500468,491.4217368,147,Back,211.05758696097683,-0.15517244377810865,-0.010344830584707221,0.15551688920466672
1764,11846,9,117.4035213,25.77150466,494.7647419,148,Back,214.09748652840688,-0.19655175412294207,-0.03103448875562173,0.19898676222585332
1765,11849,9,117.3690212,25.77150466,498.1077469,149,Back,214.12248185430687,-0.010344857571210874,0.0,0.010344857571210874
1766,11852,9,117.1965212,25.73700466,501.4507519,150,Back,215.29368807165693,-0.051724137931034316,-0.010344827586207288,0.05274847772682182
1767,11855,9,117.4725213,25.80600467,504.7937569,151,Back,213.0464953036869,0.08275865067465976,0.02068965817091451,0.08530566345043951
1768,11858,9,117.1965212,25.84050468,508.1367619,152,Back,212.26926169074687,-0.08275865067465976,0.010344830584707221,0.08340269648708402
1769,11861,9,117.1965212,25.84050468,511.4797669,153,Back,212.26926169074687,0.0,0.0,0.0
1770,11864,9,117.2310212,25.87500468,514.8227719,154,Back,211.22898300237682,0.010344827586205158,0.010344827586207288,0.01462979547282417
1771,11867,9,116.058021,25.70250465,518.1657769,155,Back,218.85967845234703,-0.35172419790105075,-0.05172414692653624,0.3555071008635628
1772,11870,9,115.851021,25.87500468,521.508782,156,Back,214.5616840373769,-0.06206896551723947,0.05172414692653624,0.08079569206126135
1773,11873,9,114.4710207,26.04750471,524.851787,157,Back,216.72198881340705,-0.4137931934033002,0.05172414692653624,0.4170134221846809
1774,11876,9,112.6425204,27.01350489,528.194792,158,Back,205.25630597904657,-0.5482759520239885,0.28965522638680713,0.6200860180176646
1775,11879,9,111.9525203,27.46200497,531.537797,159,Back,200.9725943895063,-0.20689658170914296,0.13448278260869528,0.2467626680458486
1776,11882,9,110.9865201,27.80700503,534.880802,160,Back,204.29577390060638,-0.28965523238380697,0.10344829385307355,0.30757389867872253
1777,11885,9,109.1580198,29.22150529,538.223807,161,Back,198.74444518062606,-0.5482759520239885,0.4241380089955024,0.6931807630355012
1778,11888,9,108.4335196,29.46300533,541.566812,162,Back,206.37633222954665,-0.21724143928036235,0.07241380509745182,0.22899258090448063
1779,11891,9,107.8815195,29.18700528,544.909817,163,Back,223.0779262939572,-0.16551727136431807,-0.08275863568215903,0.1850539351104473
1780,11894,9,107.5365195,29.18700528,548.2528221,164,Back,230.0051825359572,-0.10344827586206863,0.0,0.10344827586206863
1781,11897,9,106.7085193,29.18700528,551.5958271,165,Back,247.60184593275775,-0.24827592203897783,0.0,0.24827592203897783
1782,11900,9,105.7425191,28.80750521,554.9388321,166,Back,278.51860151280914,-0.28965523238381125,-0.11379312443778183,0.31120576604014294
1783,11903,9,104.949019,27.97950506,558.2818371,167,Back,318.0837150177099,-0.23793106446776272,-0.24827590704647604,0.3438780560874931
1784,11906,9,104.1210188,27.0825049,561.6248421,168,Back,363.05137757545174,-0.2482759220389821,-0.2689655652173916,0.36603744171466623
1785,11909,9,104.0520188,26.22000475,564.9678471,169,Back,388.6524735815525,-0.020689655172414577,-0.2586207346326833,0.2594470007787761
1786,11912,9,103.8105188,25.70250465,568.3108521,170,Back,410.26980087805305,-0.07241379310344889,-0.1551724437781108,0.1712373929365314
1787,11915,9,103.3620187,25.35750459,571.6538571,171,Back,433.233302888294,-0.13448278860569834,-0.10344829385307355,0.16966782232431937
1788,11918,9,103.2240187,25.46100461,574.9968622,172,Back,434.1200386953137,-0.04137931034482489,0.03103448875562173,0.05172414152923317
1789,11921,9,102.7065186,25.15050455,578.3398672,173,Back,458.7939304012947,-0.15517244377811293,-0.09310346626686626,0.18096061101515193
1790,11924,9,101.9820185,24.04650435,581.6828722,174,Back,516.0033163521764,-0.21724140929535238,-0.33103454272863614,0.39595163643074904
1791,11927,9,101.8785184,22.94250415,585.0258772,175,Back,556.6039513742579,-0.031034512743625453,-0.3310345427286351,0.33248610416194957
1792,11930,9,102.1890185,21.66600392,588.3688822,176,Back,593.0422766463489,0.09310347826086918,-0.3827586896551724,0.3939193726777305
1793,11933,9,101.7060184,20.21700366,591.7118872,177,Back,664.6953528787712,-0.14482761619190349,-0.4344828365817097,0.4579851238805885
1794,11936,9,101.4990184,18.97500343,595.0548922,178,Back,723.0557110012433,-0.06206896551724373,-0.3724138620689651,0.3775508457698154
1795,11939,9,100.8090182,18.69900338,598.3978972,179,Back,757.8586360908548,-0.20689661169415294,-0.08275863568215903,0.22283446706129964
1796,11942,9,100.5675182,18.83700341,601.7409023,180,Back,760.1284419597246,-0.07241379310344889,0.04137931934033002,0.08340267082472906
1797,11945,9,100.7745182,18.7680034,605.0839073,181,Back,756.0387426471543,0.06206896551724373,-0.02068965817091451,0.06542643529652277
1798,11948,9,100.8090182,18.94050343,608.4269123,182,Back,747.4356127967644,0.010344827586205158,0.05172414692653624,0.052748486547636794
1799,11951,9,100.8090182,18.94050343,611.7699173,183,Back,747.4356127967644,0.0,0.0,0.0
