,particle,x,y,time step
181,182,4.93584,5.07671,1
182,183,4.90267,5.02296,1
183,184,5.0705,5.07092,1
184,185,5.06132,4.92101,1
185,186,5.00127,4.90001,1
186,187,4.99057,4.90045,1
187,188,5.04246,4.90946,1
188,189,5.03731,5.09278,1
189,190,4.98008,4.902,1
190,191,5.07515,5.06597,1
191,192,4.98446,5.09879,1
192,193,5.08878,5.04603,1
193,194,4.9327,4.92603,1
194,195,4.93319,5.07441,1
195,196,5.09962,4.99127,1
196,197,4.96606,4.90594,1
197,198,4.93398,5.07511,1
198,199,5.08015,4.9402,1
199,200,4.90157,5.01768,1
200,1,4.84368,5.12159,2
201,2,5.04609,5.19453,2
202,3,5.0485,5.16252,2
203,4,4.87662,5.15181,2
204,5,5.18174,4.91665,2
205,6,5.11287,4.83858,2
206,7,4.85937,4.94722,2
207,8,4.81775,5.07637,2
208,9,4.8519,4.86619,2
209,10,5.16028,5.10187,2
210,11,5.11822,5.15781,2
211,12,4.82977,4.91482,2
212,13,4.99781,4.86096,2
213,14,4.81704,4.93081,2
214,15,4.92123,5.15697,2
215,16,4.91924,4.82399,2
216,17,5.07601,4.82846,2
217,18,4.85319,5.0658,2
218,19,5.16576,5.08954,2
219,20,5.03294,5.19235,2
220,21,5.1258,5.14663,2
221,22,4.82519,5.05975,2
222,23,5.08158,5.16743,2
223,24,4.80185,5.024,2
224,25,5.13788,4.90112,2
225,26,4.90039,4.8287,2
226,27,4.99254,4.91651,2
227,28,5.15361,5.10081,2
228,29,5.11328,4.84323,2
229,30,4.84092,4.931,2
230,31,5.17845,4.94934,2
231,32,4.86999,4.92859,2
232,33,4.89108,4.83305,2
233,34,4.86765,4.86654,2
234,35,5.07632,4.82243,2
235,36,5.17161,4.91977,2
236,37,4.8971,4.93911,2
237,38,5.11382,5.14847,2
238,39,4.83011,4.89816,2
239,40,4.93379,5.18616,2
240,41,4.93734,4.90339,2
241,42,5.10606,4.83146,2
242,43,5.11414,5.16093,2
243,44,5.09518,4.83458,2
244,45,5.14954,4.99575,2
245,46,4.85257,4.86556,2
246,47,5.18987,4.95906,2
247,48,4.83945,5.10146,2
248,49,4.86598,4.96493,2
249,50,4.95582,4.80835,2
250,51,4.81281,4.96176,2
251,52,5.09551,5.14647,2
252,53,4.91167,4.82803,2
253,54,5.14913,4.90456,2
254,55,5.19379,4.97092,2
255,56,5.07793,4.82264,2
256,57,5.01613,5.19124,2
257,58,5.06302,4.81235,2
258,59,5.18225,5.03189,2
259,60,5.03216,4.86181,2
260,61,5.06802,5.18617,2
261,62,5.15934,5.02698,2
262,63,4.94602,5.19246,2
263,64,5.10727,4.83569,2
264,65,4.83611,4.88542,2
265,66,5.18791,5.01738,2
266,67,5.11353,5.01208,2
267,68,4.80996,5.06108,2
268,69,5.12634,4.92679,2
269,70,5.02161,4.81765,2
270,71,4.93753,4.81058,2
271,72,5.17419,4.9533,2
272,73,5.17016,5.07656,2
273,74,4.92587,5.1581,2
274,75,4.86338,5.036,2
275,76,5.11074,4.83834,2
276,77,4.93505,5.18063,2
277,78,4.81918,5.00224,2
278,79,4.96582,4.81036,2
279,80,5.06266,5.10594,2
280,81,4.80786,5.01609,2
281,82,4.81459,4.99707,2
282,83,4.91688,4.82157,2
283,84,4.8359,4.9196,2
284,85,4.81207,5.06037,2
285,86,5.14457,4.99198,2
286,87,5.06892,4.81272,2
287,88,5.18639,5.04156,2
288,89,5.06467,4.81797,2
289,90,5.1926,4.95438,2
290,91,5.05207,5.1902,2
291,92,4.92627,4.90008,2
292,93,5.18904,5.03847,2
293,94,5.16221,4.922,2
294,95,4.94003,4.82663,2
295,96,4.81017,5.01286,2
296,97,4.89894,4.82906,2
297,98,5.19517,5.04344,2
298,99,5.01948,5.15392,2
299,100,5.09268,5.17458,2
300,101,4.96623,4.81005,2
301,102,5.04212,5.19506,2
302,103,5.12721,4.86555,2
303,104,5.15246,4.99762,2
304,105,4.86714,4.9053,2
305,106,4.96871,5.19238,2
306,107,4.82123,4.9124,2
307,108,4.85783,5.12265,2
308,109,5.08185,4.85699,2
309,110,4.86474,4.98199,2
310,111,5.16015,4.88885,2
311,112,4.95198,5.19402,2
312,113,4.97925,5.19094,2
313,114,5.18399,5.06162,2
314,115,4.83671,5.1074,2
315,116,4.95912,5.19479,2
316,117,5.05254,4.88322,2
317,118,4.84434,5.12262,2
318,119,5.15862,5.11714,2
319,120,4.92386,4.82677,2
320,121,4.90052,5.17234,2
321,122,5.07198,4.81402,2
322,123,5.16974,4.94215,2
323,124,5.19234,4.96291,2
324,125,4.82495,4.95277,2
325,126,4.9644,4.81574,2
326,127,5.0167,5.18406,2
327,128,5.01745,5.18819,2
328,129,4.82963,5.10469,2
329,130,5.10712,4.83288,2
330,131,4.80074,5.00588,2
331,132,5.17784,5.09084,2
332,133,4.84779,4.87607,2
333,134,5.17635,4.9517,2
334,135,5.10149,5.13328,2
335,136,5.1338,5.14441,2
336,137,4.84188,4.89756,2
337,138,5.18205,5.07292,2
338,139,4.91188,5.16042,2
339,140,5.1875,4.93123,2
340,141,4.80836,5.02691,2
341,142,4.85237,5.12873,2
342,143,5.00314,5.19521,2
343,144,4.83494,4.95833,2
344,145,5.1872,4.92967,2
345,146,5.15723,5.1124,2
346,147,5.08693,5.17026,2
347,148,4.88438,4.84262,2
348,149,4.90718,5.17542,2
349,150,5.18139,5.03269,2
350,151,4.81728,5.02899,2
351,152,4.98171,4.81461,2
352,153,5.13101,5.07271,2
353,154,5.08175,5.16482,2
354,155,5.1661,5.06336,2
355,156,4.92754,4.88096,2
356,157,5.10793,4.91293,2
357,158,4.8473,5.11527,2
358,159,5.14896,5.10484,2
359,160,4.837,4.99807,2
360,161,5.13014,4.85165,2
361,162,4.8643,5.14658,2
362,163,5.19524,4.9753,2
363,164,4.91435,5.17942,2
364,165,5.0923,5.17398,2
365,166,5.03977,4.83115,2
366,167,4.98099,5.19886,2
367,168,4.86385,5.12849,2
368,169,5.17651,4.98171,2
369,170,4.94064,4.82147,2
370,171,4.9336,5.18859,2
371,172,5.17236,4.9882,2
372,173,5.1997,5.00321,2
373,174,5.10536,4.88599,2
374,175,4.87609,5.15585,2
375,176,5.1932,4.986,2
376,177,4.98952,5.19784,2
377,178,5.14557,5.01053,2
378,179,4.91375,4.86465,2
379,180,4.84476,4.87415,2
380,181,5.01743,4.8008,2
381,182,4.84566,5.11992,2
382,183,4.95092,5.11055,2
383,184,5.15471,5.12485,2
384,185,5.16115,4.92689,2
385,186,4.97771,4.80282,2
386,187,5.0463,4.81741,2
387,188,5.12658,4.85539,2
388,189,4.99382,5.18283,2
389,190,4.93537,4.81255,2
390,191,5.14723,5.13529,2
391,192,5.03972,5.18213,2
392,193,5.09052,5.14602,2
393,194,4.8347,4.90615,2
394,195,4.83377,5.06373,2
395,196,5.19543,4.96264,2
396,197,4.92753,4.81366,2
397,198,4.88219,5.16065,2
398,199,5.16948,4.89525,2
399,200,4.81135,5.06079,2
400,1,4.74477,5.10688,3
401,2,5.00682,5.28649,3
402,3,4.98625,5.24079,3
403,4,4.7808,5.18041,3
404,5,5.27566,4.88229,3
405,6,5.11342,4.73858,3
406,7,4.76488,4.91447,3
407,8,4.72081,5.05181,3
408,9,4.83779,4.76719,3
409,10,5.2579,5.0802,3
410,11,5.2167,5.14048,3
411,12,4.74614,4.96965,3
412,13,5.02556,4.76489,3
413,14,4.80612,5.03021,3
414,15,5.02089,5.16522,3
415,16,4.92415,4.72411,3
416,17,5.01256,4.75117,3
417,18,4.82722,5.16237,3
418,19,5.26358,5.1103,3
419,20,5.13078,5.21304,3
420,21,5.065,5.22603,3
421,22,4.77846,5.14816,3
422,23,5.12996,5.25495,3
423,24,4.70973,5.0629,3
424,25,5.23613,4.8825,3
425,26,4.9189,4.73043,3
426,27,5.07679,4.86264,3
427,28,5.23189,5.16303,3
428,29,5.21308,4.83686,3
429,30,4.85901,5.02935,3
430,31,5.24227,5.02633,3
431,32,4.77,4.92878,3
432,33,4.79274,4.81492,3
433,34,4.79028,4.80318,3
434,35,5.11188,4.72897,3
435,36,5.23831,4.84527,3
436,37,4.92103,5.0362,3
437,38,5.21382,5.14811,3
438,39,4.76394,4.82318,3
439,40,4.93181,5.28614,3
440,41,4.88333,4.98755,3
441,42,5.2055,4.84197,3
442,43,5.21324,5.17432,3
443,44,5.17406,4.77311,3
444,45,5.24508,4.96625,3
445,46,4.81042,4.95625,3
446,47,5.25541,5.03459,3
447,48,4.74419,5.13189,3
448,49,4.88597,4.86695,3
449,50,5.05456,4.79253,3
450,51,4.81025,5.06173,3
451,52,5.01348,5.20366,3
452,53,4.94386,4.73335,3
453,54,5.2213,4.97378,3
454,55,5.24452,4.88475,3
455,56,4.98663,4.78184,3
456,57,5.11534,5.17868,3
457,58,4.96801,4.78117,3
458,59,5.26782,5.08363,3
459,60,5.1194,4.81294,3
460,61,5.1574,5.23104,3
461,62,5.25823,5.04187,3
462,63,4.98488,5.2846,3
463,64,5.18552,4.89795,3
464,65,4.78425,4.79992,3
465,66,5.28788,5.01495,3
466,67,5.18364,5.08339,3
467,68,4.74784,5.13944,3
468,69,5.14885,4.82935,3
469,70,5.02874,4.7179,3
470,71,4.88526,4.72533,3
471,72,5.16401,4.85382,3
472,73,5.25583,5.12813,3
473,74,4.83836,5.2065,3
474,75,4.78632,5.09973,3
475,76,5.15702,4.74969,3
476,77,4.87424,5.26002,3
477,78,4.73277,5.05257,3
478,79,4.90314,4.73244,3
479,80,5.13446,5.03633,3
480,81,4.73174,5.08093,3
481,82,4.73169,5.05299,3
482,83,4.94871,4.72677,3
483,84,4.82434,4.82027,3
484,85,4.71304,5.0465,3
485,86,5.16108,5.09061,3
486,87,5.16387,4.78136,3
487,88,5.19095,5.14145,3
488,89,5.03276,4.72319,3
489,90,5.29071,4.97375,3
490,91,5.14461,5.22812,3
491,92,4.95034,4.80302,3
492,93,5.28904,5.03844,3
493,94,5.19385,5.01686,3
494,95,4.99608,4.74381,3
495,96,4.72572,5.0664,3
496,97,4.83175,4.755,3
497,98,5.26882,5.11108,3
498,99,5.11392,5.12104,3
499,100,5.13639,5.26453,3
500,101,4.94835,4.71166,3
501,102,5.07754,5.28858,3
502,103,5.22718,4.86787,3
503,104,5.19771,4.90844,3
504,105,4.77776,4.95015,3
505,106,4.89754,5.26263,3
506,107,4.91541,4.8788,3
507,108,4.75923,5.13933,3
508,109,5.09041,4.75736,3
509,110,4.83458,5.07733,3
510,111,5.24007,4.94895,3
511,112,4.95018,5.29401,3
512,113,4.89771,5.24883,3
513,114,5.25553,4.99175,3
514,115,4.77763,5.18808,3
515,116,4.91577,5.2849,3
516,117,4.98426,4.81016,3
517,118,4.85173,5.02289,3
518,119,5.24981,5.15818,3
519,120,4.91529,4.72714,3
520,121,4.83615,5.24887,3
521,122,5.10963,4.72138,3
522,123,5.20279,4.84777,3
523,124,5.29057,4.94419,3
524,125,4.81083,5.05176,3
525,126,4.9032,4.73666,3
526,127,4.96122,5.26725,3
527,128,5.11383,5.21486,3
528,129,4.75917,5.17566,3
529,130,5.20694,4.83885,3
530,131,4.7266,5.07298,3
531,132,5.27567,5.11158,3
532,133,4.7478,4.87738,3
533,134,5.2751,4.96748,3
534,135,5.13603,5.22712,3
535,136,5.17034,5.23749,3
536,137,4.92997,4.85023,3
537,138,5.26625,5.01897,3
538,139,4.94311,5.25542,3
539,140,5.23404,4.84271,3
540,141,4.71018,5.00792,3
541,142,4.75308,5.11686,3
542,143,5.09219,5.24071,3
543,144,4.76998,4.88231,3
544,145,5.28665,4.91919,3
545,146,5.2556,5.13036,3
546,147,5.12982,5.26059,3
547,148,4.79145,4.87955,3
548,149,4.91676,5.27496,3
549,150,5.27825,5.00784,3
550,151,4.76076,5.11149,3
551,152,4.94401,4.72198,3
552,153,5.22651,5.10238,3
553,154,5.17031,5.21125,3
554,155,5.16912,5.16331,3
555,156,4.94814,4.7831,3
556,157,5.17668,4.84031,3
557,158,4.76186,5.06329,3
558,159,5.21836,5.03284,3
559,160,4.82626,5.09749,3
560,161,5.17606,4.94048,3
561,162,4.76431,5.14512,3
562,163,5.29065,4.94536,3
563,164,4.93675,5.27688,3
564,165,5.13073,5.2663,3
565,166,5.13375,4.79697,3
566,167,4.96871,5.2981,3
567,168,4.9174,5.21294,3
568,169,5.27651,4.98202,3
569,170,4.90605,4.72764,3
570,171,4.87019,5.26591,3
571,172,5.25973,4.93956,3
572,173,5.2997,5.0024,3
573,174,5.0341,4.81584,3
574,175,4.82217,5.24007,3
575,176,5.26752,4.9191,3
576,177,4.96987,5.29589,3
577,178,5.21292,4.93662,3
578,179,4.83662,4.80101,3
579,180,4.75077,4.90829,3
580,181,5.11455,4.82463,3
581,182,4.74569,5.12215,3
582,183,4.97871,5.20661,3
583,184,5.21633,5.20361,3
584,185,5.25397,4.88969,3
585,186,5.03228,4.71903,3
586,187,5.09023,4.72758,3
587,188,5.16809,4.76441,3
588,189,5.09321,5.19386,3
589,190,4.93623,4.71256,3
590,191,5.17526,5.23128,3
591,192,4.97157,5.25532,3
592,193,5.07847,5.24529,3
593,194,4.76932,4.83048,3
594,195,4.73379,5.06588,3
595,196,5.27446,5.02392,3
596,197,4.88486,4.72322,3
597,198,4.95694,5.22709,3
598,199,5.23383,4.81871,3
599,200,4.71932,5.09991,3
600,1,4.65184,5.06995,4
601,2,4.9074,5.29729,4
602,3,5.06177,5.30633,4
603,4,4.68367,5.15662,4
604,5,5.20531,4.81122,4
605,6,5.13452,4.64083,4
606,7,4.67925,4.86282,4
607,8,4.63255,5.09882,4
608,9,4.74062,4.74356,4
609,10,5.29805,4.98861,4
610,11,5.31414,5.11798,4
611,12,4.66141,5.02276,4
612,13,5.08953,4.68802,4
613,14,4.80545,5.13021,4
614,15,5.00926,5.26455,4
615,16,5.00501,4.66527,4
616,17,5.02544,4.65201,4
617,18,4.74303,5.21633,4
618,19,5.35931,5.1392,4
619,20,5.22763,5.23793,4
620,21,4.96653,5.24341,4
621,22,4.83768,5.22874,4
622,23,5.07188,5.33636,4
623,24,4.75812,5.15041,4
624,25,5.3278,4.92247,4
625,26,4.87621,4.64,4
626,27,5.14599,4.79045,4
627,28,5.30982,5.2257,4
628,29,5.29501,4.89419,4
629,30,4.78777,5.09953,4
630,31,5.33968,5.00373,4
631,32,4.67014,4.93412,4
632,33,4.71471,4.87746,4
633,34,4.77953,4.70376,4
634,35,5.19904,4.67994,4
635,36,5.32727,4.7996,4
636,37,4.97548,5.12008,4
637,38,5.31365,5.15389,4
638,39,4.70066,4.74575,4
639,40,5.02915,5.30904,4
640,41,4.7856,5.00875,4
641,42,5.2891,4.89684,4
642,43,5.25218,5.08222,4
643,44,5.26167,4.82132,4
644,45,5.34504,4.96935,4
645,46,4.71182,4.9396,4
646,47,5.29782,5.12515,4
647,48,4.64865,5.16142,4
648,49,4.84113,4.77757,4
649,50,5.15204,4.81481,4
650,51,4.72518,5.11429,4
651,52,4.91385,5.21225,4
652,53,4.89284,4.64734,4
653,54,5.31939,4.95432,4
654,55,5.29618,4.79913,4
655,56,4.88683,4.78813,4
656,57,5.16591,5.09241,4
657,58,4.93117,4.87413,4
658,59,5.2523,5.18242,4
659,60,5.16731,4.72516,4
660,61,5.23808,5.29011,4
661,62,5.35484,5.0677,4
662,63,5.07691,5.24548,4
663,64,5.21595,4.99321,4
664,65,4.68489,4.78859,4
665,66,5.38593,5.03462,4
666,67,5.24866,5.15936,4
667,68,4.79843,5.2257,4
668,69,5.12144,4.73318,4
669,70,5.09101,4.63965,4
670,71,4.78631,4.71085,4
671,72,5.08408,4.79372,4
672,73,5.25752,5.22812,4
673,74,4.78089,5.28834,4
674,75,4.68755,5.08406,4
675,76,5.17567,4.65145,4
676,77,4.77702,5.28344,4
677,78,4.70542,5.14876,4
678,79,4.8442,4.65166,4
679,80,5.19264,4.955,4
680,81,4.63781,5.0466,4
681,82,4.71287,5.1512,4
682,83,5.03986,4.68564,4
683,84,4.79554,4.72451,4
684,85,4.621,5.00738,4
685,86,5.24255,5.1486,4
686,87,5.25025,4.73098,4
687,88,5.2898,5.15659,4
688,89,5.05329,4.62532,4
689,90,5.37534,5.02701,4
690,91,5.23981,5.25871,4
691,92,4.95623,4.7032,4
692,93,5.38895,5.03411,4
693,94,5.26633,5.08576,4
694,95,4.9176,4.68183,4
695,96,4.62596,5.05941,4
696,97,4.73617,4.72559,4
697,98,5.2905,5.2087,4
698,99,5.08779,5.02451,4
699,100,5.22095,5.3179,4
700,101,4.85056,4.69075,4
701,102,5.088,5.38803,4
702,103,5.32614,4.88226,4
703,104,5.22741,4.81295,4
704,105,4.68812,4.99447,4
705,106,4.80376,5.29735,4
706,107,4.99193,4.94318,4
707,108,4.73761,5.23697,4
708,109,5.06752,4.66001,4
709,110,4.76799,5.15194,4
710,111,5.33236,4.98744,4
711,112,4.98944,5.38598,4
712,113,4.83503,5.32675,4
713,114,5.34644,4.9501,4
714,115,4.74884,5.28384,4
715,116,4.87847,5.37768,4
716,117,4.88537,4.79527,4
717,118,4.92901,4.95943,4
718,119,5.30378,5.07399,4
719,120,4.95531,4.63549,4
720,121,4.84454,5.34851,4
721,122,5.20216,4.68348,4
722,123,5.2205,4.74935,4
723,124,5.37218,5.00199,4
724,125,4.73243,5.11384,4
725,126,4.98298,4.67638,4
726,127,4.92726,5.36131,4
727,128,5.12731,5.31395,4
728,129,4.68573,5.24352,4
729,130,5.27734,4.90987,4
730,131,4.63413,5.0349,4
731,132,5.33099,5.02828,4
732,133,4.66731,4.93671,4
733,134,5.33025,4.88406,4
734,135,5.16996,5.32119,4
735,136,5.20528,5.33119,4
736,137,5.02003,4.8937,4
737,138,5.3049,4.92674,4
738,139,4.86209,5.31403,4
739,140,5.19896,4.74907,4
740,141,4.614,5.03532,4
741,142,4.65775,5.14706,4
742,143,5.18879,5.21488,4
743,144,4.67642,4.847,4
744,145,5.35473,4.99243,4
745,146,5.34538,5.1744,4
746,147,5.11874,5.35998,4
747,148,4.72402,4.8057,4
748,149,4.89306,5.37211,4
749,150,5.37745,4.99519,4
750,151,4.80531,5.20102,4
751,152,4.98933,4.63284,4
752,153,5.29353,5.02816,4
753,154,5.27001,5.21905,4
754,155,5.1182,5.24937,4
755,156,5.04741,4.77109,4
756,157,5.16655,4.74083,4
757,158,4.66908,5.10059,4
758,159,5.14731,4.96247,4
759,160,4.87905,5.18242,4
760,161,5.1349,5.03162,4
761,162,4.68657,5.08221,4
762,163,5.39041,4.95229,4
763,164,4.91601,5.3747,4
764,165,5.22933,5.28297,4
765,166,5.19954,4.72167,4
766,167,5.05551,5.34775,4
767,168,5.00844,5.25431,4
768,169,5.37603,4.99184,4
769,170,4.89635,4.62811,4
770,171,4.79383,5.33048,4
771,172,5.33152,4.86995,4
772,173,5.38978,5.04582,4
773,174,4.94082,4.85188,4
774,175,4.87081,5.32744,4
775,176,5.26979,4.81912,4
776,177,5.03019,5.37565,4
777,178,5.30207,4.89132,4
778,179,4.84399,4.90074,4
779,180,4.74789,4.80833,4
780,181,5.20564,4.78335,4
781,182,4.67069,5.1883,4
782,183,4.93361,5.29587,4
783,184,5.12154,5.17176,4
784,185,5.35396,4.89125,4
785,186,5.05613,4.62191,4
786,187,5.04744,4.6372,4
787,188,5.2672,4.75109,4
788,189,5.0806,5.09466,4
789,190,4.91382,4.6151,4
790,191,5.09504,5.29098,4
791,192,4.87404,5.27741,4
792,193,5.07411,5.34519,4
793,194,4.77489,4.73064,4
794,195,4.69979,5.15992,4
795,196,5.18509,5.0688,4
796,197,4.94674,4.64466,4
797,198,5.0569,5.22989,4
798,199,5.33363,4.81243,4
799,200,4.63256,5.14964,4
800,1,4.55184,5.06993,5
801,2,4.80832,5.3108,5
802,3,5.02814,5.4005,5
803,4,4.62526,5.23779,5
804,5,5.19396,4.71187,5
805,6,5.21226,4.70372,5
806,7,4.58091,4.88095,5
807,8,4.66298,5.19408,5
808,9,4.64217,4.72606,5
809,10,5.29339,4.88872,5
810,11,5.36039,5.02932,5
811,12,4.56236,5.00896,5
812,13,5.11926,4.59254,5
813,14,4.76348,5.22097,5
814,15,5.06081,5.35024,5
815,16,5.09542,4.62253,5
816,17,5.12252,4.67597,5
817,18,4.65131,5.25618,5
818,19,5.42254,5.21667,5
819,20,5.32739,5.23096,5
820,21,4.97251,5.14359,5
821,22,4.81895,5.32697,5
822,23,5.12405,5.42167,5
823,24,4.71263,5.23946,5
824,25,5.39485,4.84828,5
825,26,4.78052,4.61096,5
826,27,5.17143,4.69374,5
827,28,5.39323,5.28086,5
828,29,5.24856,4.98275,5
829,30,4.6925,5.06915,5
830,31,5.43912,4.99316,5
831,32,4.57379,4.96088,5
832,33,4.76154,4.96582,5
833,34,4.81427,4.60999,5
834,35,5.27757,4.74186,5
835,36,5.42279,4.76998,5
836,37,5.07456,5.13359,5
837,38,5.24647,5.07982,5
838,39,4.60511,4.71628,5
839,40,5.09658,5.38289,5
840,41,4.73805,4.92078,5
841,42,5.38653,4.91938,5
842,43,5.34801,5.1108,5
843,44,5.35378,4.86026,5
844,45,5.44263,4.99116,5
845,46,4.61188,4.943,5
846,47,5.21035,5.17361,5
847,48,4.5504,5.14278,5
848,49,4.76424,4.71363,5
849,50,5.10518,4.90315,5
850,51,4.67703,5.20193,5
851,52,4.8473,5.1376,5
852,53,4.87896,4.54831,5
853,54,5.41099,4.99444,5
854,55,5.3006,4.69922,5
855,56,4.79085,4.81622,5
856,57,5.20712,5.00129,5
857,58,4.83264,4.85709,5
858,59,5.27033,5.28078,5
859,60,5.20489,4.63249,5
860,61,5.33717,5.2766,5
861,62,5.37059,5.16645,5
862,63,5.17562,5.22946,5
863,64,5.20358,5.09244,5
864,65,4.61858,4.86344,5
865,66,5.43697,5.12061,5
866,67,5.19007,5.2404,5
867,68,4.82472,5.32218,5
868,69,5.11748,4.63326,5
869,70,5.14366,4.55463,5
870,71,4.70465,4.65314,5
871,72,5.06972,4.89268,5
872,73,5.21557,5.31889,5
873,74,4.72627,5.3721,5
